Id,SalePrice
2658,126588.14838787963
2718,192244.29553491526
2414,207384.50150434225
1989,146368.13126369636
625,189310.18933559317
333,80952.23852737094
1327,114321.84641590998
858,158887.11676343743
95,199982.61104834863
1568,167509.14003651403
2482,181947.85680847
1364,146858.22353614797
2584,159620.42281543132
818,264451.56050689355
2673,120994.54057466683
2089,84354.64248076844
1297,165482.89744580977
790,130648.60096357344
2616,197308.73990715705
720,205318.14694678303
222,138493.9095302785
557,128443.13784906891
1148,207529.88069169436
2766,141698.08835364354
534,218756.75658360176
1452,111138.74326377417
630,111219.44775273526
2648,133798.63220003754
125,161397.33960015775
1904,39920.24925004551
1670,104431.53264756368
756,124851.28400704806
717,263698.8519004199
1032,168264.14124451738
852,236558.78207574377
1731,187285.1638346134
2639,105772.97259188385
2071,61772.84397405504
1267,147490.5698395835
1851,241706.0046662075
567,158355.64971003085
2439,232790.61442634556
1898,176483.12766187006
647,152109.98175213093
2256,208529.16280538496
979,95190.27797342361
1444,229381.8196947665
2485,114929.9124173203
157,126982.5074800675
88,116401.9350355719
2003,114739.34176041503
186,240854.7815690692
1425,276335.7463617773
2695,136773.87105356593
738,88557.53199587583
395,169007.9096299514
1353,173384.6104181612
1878,141329.70750345849
390,178602.43681149057
1456,251001.00574394263
1103,304673.7211007873
1387,145174.17015075684
2070,121745.02154916404
1199,194801.25957452354
2479,200809.6182911147
501,304219.32806673564
2362,97445.3421793327
1718,185998.1621948471
2188,88026.13991300022
1483,154964.09395537208
2557,97529.194036484
437,330636.9089378843
2224,187520.77117995959
1628,208542.27564007454
397,135193.04383164746
587,195224.5639953026
2182,567153.8832406313
971,157786.0909501174
2611,147067.43485335069
1887,107826.07954401356
2399,349294.3123841988
2148,232490.35597708193
304,122425.52072073316
1997,123589.90797974466
2817,126333.5560793929
1431,180571.79717189504
427,355541.45168692723
263,125535.66889510177
598,180064.57010819585
2895,253011.49278343786
687,158719.76524654697
1822,132669.52935303468
2191,100207.68930623528
179,131066.84617908759
1009,211761.2973177996
2010,122909.63133363995
1991,139427.91702459048
1411,163726.86678584167
1721,230797.49822488063
1144,208645.02618089356
593,237603.7215378905
575,306532.34148309554
1249,200694.0785825215
1604,113517.69874469504
1064,406027.587390554
1923,138811.89981897236
1988,125680.93220771514
2325,180648.55887191012
114,207027.84282158193
2700,197686.1155904385
217,122706.31008743217
343,182024.37369482048
386,227857.56685757884
2005,96074.9396241665
2908,136751.06684635376
1814,234206.55068450712
2446,404560.641385031
208,162743.3258361762
1679,105630.3019147
822,336835.9231922289
6,179647.64415166934
1781,391667.3170947877
2397,291494.822439667
2340,274227.92340119893
1618,165099.06003521482
2843,145556.847782927
1061,360242.7615760218
2786,119318.4574005352
1935,131036.48208401204
1341,90555.85778300067
521,288933.15416855435
2136,132232.04550035566
996,177262.8000987879
227,137474.40972936503
135,154607.98154766843
1167,145987.52850170474
294,214313.60810480398
1776,216067.9721086328
540,192424.38869783937
1717,185998.1621948471
2303,121825.76109800613
116,195220.34823547082
127,142812.93927146704
1371,147354.4169652902
1014,185621.0501337051
1507,110183.06462227891
702,128900.06675318057
750,178483.63262476618
261,149488.6984799149
1559,53845.23819152285
577,269228.04954787996
2812,224332.1711111602
2080,167935.00791606205
1368,122426.28451816124
2376,113699.9131847154
659,124483.0562464566
1235,122650.35020649381
332,83799.81071230293
1917,146751.0784847361
2094,274297.78340562
1460,283775.4628572868
1471,206664.59305452608
1509,120171.55034303684
1922,120083.9863973365
433,453569.67604944686
460,279133.8858608339
1116,255160.77687768976
1137,162360.90875498348
53,191051.76487037702
2354,251208.96598927848
1475,227432.9999684143
1761,466140.28884304647
842,140428.2951318513
2739,169173.9965866632
2509,176092.13660266605
1007,238340.21591141887
2610,189577.43398802285
1952,106180.12196907822
2719,178453.88403121333
2921,80952.23852737094
1966,153010.18799736933
292,129100.28459843018
1204,195415.4869385909
1829,242439.7317769497
2419,211273.27622988974
391,180675.43137993632
798,121130.5676327936
481,210748.8139352071
193,206494.40426761413
555,131586.35156307262
899,58013.47780957034
2357,190607.15852131223
328,117947.98903690369
1356,85299.439782028
1154,118842.00823884508
1730,185342.18647378474
2249,154997.42701381422
1119,269542.6066483144
2856,129074.13760380879
1394,147974.00991509893
2587,141048.10253703495
61,319379.89561676164
2661,198972.146136866
2711,120726.97083650221
1147,197116.47471887624
757,130866.29014592108
2623,132903.74933501988
2378,143891.76554880157
1413,141619.44438457745
1722,217984.14752106095
1112,231031.41817419644
1623,180317.99006851026
1201,209948.1616300928
1513,115362.73049194519
957,249240.5885145415
1171,258553.96897136152
1145,226173.12901277066
2726,228393.73046989716
703,146532.01425360717
760,127023.94078915291
1964,154096.68363014213
2512,188811.45113546922
159,134634.50988193066
1281,174113.07048150297
468,202537.54067763902
290,136911.50348456076
665,136026.48331977782
1463,289074.4895169572
1792,249656.3219225349
923,142033.38206991542
500,279090.08584685443
1408,135852.61691895893
331,86182.40716156781
170,125619.5751247847
2192,97391.77652794255
2571,275127.87383807387
2314,165758.1615494391
2647,94517.06946629724
422,390922.96804515435
2457,329566.19902650313
1838,211761.6725723102
2805,254524.88917765877
1645,176154.43243159223
1711,310077.66692181886
2825,272608.43658933864
322,346219.3458591167
2103,278625.413986051
342,127748.3561293634
600,110359.89861052953
488,175413.69555422108
1725,313178.84047944413
2246,252257.43573313265
2847,150203.86831380025
806,254580.3381834458
530,251665.34658030327
963,200644.69601175401
2678,84954.83224180886
171,88919.25079552295
2401,388387.82077170647
805,232442.43533534085
2259,230393.02371599135
1748,210543.73184782168
1361,148674.71680606843
1677,99236.46757548151
1406,156893.0230823734
2322,250075.0732031396
688,171888.61550449528
143,146967.2123054245
804,220424.60841464394
1214,154405.39737882852
2828,136965.81469214323
1999,193521.72127810353
2467,217462.0566979268
2665,179849.8777879046
1538,314561.4523168817
398,113086.77580724818
2822,141858.29674187533
2157,157721.99719662176
1856,166696.47913118682
1269,103537.96970067637
2570,123652.39087397789
2320,263222.99771962047
1517,116967.29271528577
2304,126607.81941016062
1312,102600.58242761057
2012,135641.4765863739
506,236720.14231301614
2865,197485.96838544525
2367,85629.25208049768
554,102270.2531561031
238,133973.11879594112
1954,110265.08870020352
2488,98762.05494813217
2291,78899.80952959445
1969,123079.29565331229
2725,176977.24038740023
1482,154964.09395537208
2763,218475.6122696608
503,248523.97335006902
1584,257341.09551119147
1531,155631.87915526
2210,176171.93148937414
459,317663.9678600993
556,135410.50011882925
1347,145574.30250033652
1290,93684.41061971906
1388,121653.97054019898
1571,177551.6967269007
2754,225766.1355032008
765,113839.81688259209
2494,120049.5932452399
2870,186629.1524386402
7,237328.08540607934
1114,250885.2735416175
2418,293239.3322757516
291,138004.92088432907
18,332287.72049652756
39,346879.1014724943
1001,289654.6759349812
2442,257500.6751908421
616,138004.1377826799
2680,64154.30226501875
1414,124625.28866294028
289,174724.9467260416
40,272098.70265081397
860,139831.28944345834
409,138064.35197910626
673,152739.22261659915
2427,190944.4530731106
2036,199216.1401899928
2564,134821.32989757287
642,161788.65362221934
1008,192487.58379177444
1908,116999.90911466695
2519,198104.96936426673
1369,89164.57220714728
2855,130349.59231128397
712,87517.77513559515
1943,114973.60721390706
1958,130941.99826466551
107,186521.6682604121
2295,193335.28031292424
704,117917.03889139062
676,145376.7544404776
259,190665.12197457135
93,285069.054678931
106,247431.54097079003
2315,186165.8091391996
1050,113409.86234179641
1095,200321.29642936008
2709,139091.69178272158
758,169436.59823349438
1496,157049.39672705618
2370,99236.46757548151
2458,244415.73888617897
2733,147788.59377789928
161,314565.49957258406
726,189872.56913758977
845,237058.6788691883
947,294192.717337345
2232,115341.49775439422
2563,120699.74260212983
2299,145598.52549242176
211,83892.79199809289
605,179246.5535085433
1478,242488.52753457482
2247,237288.07174160692
2274,175389.28286727454
2869,208195.2292694909
967,240820.4477693062
2656,96803.45942277447
667,210131.88778542
1042,87858.58257986902
2023,170158.95044340982
2447,358482.6381396349
2055,124533.89253662272
2275,294823.9543848628
2204,175152.28541754713
1563,263295.9225883345
483,201355.9856816207
796,143088.14954598076
1526,151619.43073735884
2042,153450.6883912047
442,344808.4943481918
1693,328204.5113694358
1468,229707.77516395377
1430,196264.89334385403
2605,195476.48272766947
1529,165447.51365645733
335,130171.9660855139
1287,114194.03250735655
31,77950.90509375192
1785,324996.6613275092
82,168471.14735921874
2620,131597.24138929043
252,219361.519894084
721,65714.75084498966
2165,210334.61579877255
2316,167838.67818601354
775,136106.39326479263
1558,122457.16172286565
17,224181.3146498402
1022,261169.36686580136
925,109314.42187652762
438,293705.5747086544
1270,162814.78278390918
1272,146989.76882793524
215,131960.3831816101
266,231869.97105220723
2402,276326.61072809255
1250,139903.15371435226
1984,92336.35832197606
1279,157402.25214227143
377,266874.74469867995
1252,124521.23960758376
2156,261342.95637257176
499,304031.99465123145
1374,117644.90650698068
2898,250998.7686768577
401,113086.77580724818
2721,179994.95846665624
2078,264784.75272431434
2589,127318.0581256825
1946,258642.2814389717
1334,112141.41082750616
2781,256530.81523212604
431,392755.7631062075
576,215118.55331927855
1474,223363.00676912334
2254,136463.30286389164
2155,292653.5236221112
885,98453.5304199362
643,143638.36930242195
1944,140191.90792596643
480,217426.41502469376
2845,108609.46538098309
2387,307593.32152868994
2407,202857.3635195294
2527,161160.80124811476
2514,164495.7448817511
629,167069.34487351045
80,214353.59465619648
1876,141464.8215107227
1546,112245.30596906856
2518,194067.76628422702
2347,168746.18114026746
783,178933.27778793845
1322,26954.5131162616
194,88595.78059945632
1770,284452.78655619686
2143,162138.1233190017
1229,202203.83620270737
511,281145.1196581616
46,202499.6575286413
1348,196164.31621754018
2465,216156.16301428204
387,244897.76194849506
873,226760.75610860746
1918,103725.95752508171
2764,250566.95429009828
2184,103625.90081014852
934,153562.38896829923
1920,124057.88809278872
2631,160729.88125911847
1768,475311.94865903084
2040,136722.19269757558
1749,239677.30163878255
834,227406.37604418374
1457,251016.6167489711
79,107173.69542351677
2302,106225.31675020378
1817,153633.5743001482
2755,261548.73257288514
359,181226.00041330903
2059,113769.69535944342
2092,259208.87196100043
2516,270897.95237251394
150,106554.22739049423
1656,141940.97614832432
83,100828.90154619447
2411,198324.7020548955
795,80493.76596228921
2312,244751.35172538683
2917,127665.51919304556
1624,213188.21409248176
2215,304077.0227041815
1211,146327.7073865331
1485,157721.99719662176
1024,188359.01414687553
570,187389.7908440202
2874,160730.97070412696
700,175181.96386233525
2756,238622.7366527097
2022,183404.81066907148
583,228123.60029345017
2392,349529.9909441502
2424,206198.1114070282
212,106632.52772440916
736,111783.81564265769
1610,169815.14261416043
890,96232.71582286859
467,194911.6183405616
578,248026.9011421405
1747,199757.27055857758
1149,182013.31845648956
2758,240498.06579758326
857,126294.53839502568
2219,304434.7727711634
733,73411.16521728871
2909,119906.03637150468
1798,276232.1898240558
235,100773.0343997827
2366,124991.37709651011
1027,130857.0340543196
1195,146776.7257040841
1303,28630.155355744268
148,179831.23499025076
608,152571.82342713248
2515,207316.5914163405
821,301565.6858552086
2500,275871.1145337738
745,114499.66270482297
741,142416.2739008955
1611,137142.2975544335
2532,111808.61422785239
1081,225952.22060029375
1692,391640.9793194088
2520,200088.5509443375
276,108919.1056523509
1992,138401.46986291048
663,5967.852529402153
418,117968.15720867689
1733,216065.50851847895
2359,155672.93034597184
253,220238.0621247799
1518,152301.33260398472
2035,155478.11694016578
2919,81747.38171452646
1540,230347.69598162483
2120,149147.61134032998
1674,196701.38577751294
256,140322.38804465183
2361,101606.6445604485
978,83334.83497663584
2280,143623.87247722503
2095,246714.6155988106
1709,315075.84150399
2801,230703.5862085507
1246,129579.60487413147
2373,86486.14250386541
1055,288200.5241074329
2017,137135.11493501876
1099,272340.13996820507
1344,69495.00261458312
835,182315.703577091
1117,245586.93330880514
2043,80482.93076877427
2085,114425.71681436805
410,149081.3075735115
2650,101363.2219160021
2867,165024.5717711488
1668,114569.68100122102
1161,186547.90703923153
2122,201761.2028240333
2539,127586.11405974749
1047,144846.8849033077
1445,124630.40449552581
541,132334.85533857284
569,214943.21704727304
1276,138146.69060888636
918,127627.62092993321
326,167526.62703792006
1936,126724.8999838775
895,83967.99278503247
257,140201.09992959865
1241,173111.51631560113
1545,116142.35146656312
1189,198159.38052885063
270,154964.09395537208
2066,203506.57595252173
693,120115.78447487255
1259,183059.3986548286
2916,142115.05265094846
2321,277654.50137662224
1977,64731.27373701082
1895,156908.56606085927
1240,173025.8939209658
85,158909.77849013163
1823,105771.50114555705
825,280408.61531143443
110,236254.78246219314
697,145951.9634812209
2297,117043.14122466743
1231,142156.00611886024
1355,136965.8761205308
968,344752.08926773944
584,236920.2417574055
1315,146322.98692810195
1606,133739.37429052807
206,71435.92331574259
1685,342319.4020047803
2016,117160.83728765073
869,233789.1395196792
2135,136326.5638977729
2346,174704.01367353075
2430,227996.28564006306
2198,63131.861071034975
2652,132168.04609350223
27,121474.43773272273
241,185636.88150471466
906,119438.17663452383
1506,133539.48498577578
2098,338512.6326477901
1435,215458.19165009592
2213,110792.19628817163
1274,140837.19143917802
743,-10279.973722466559
1737,224658.23264445813
2797,281911.46363075095
